nOrgNum,sCommonName,sFormulaMolec,source_file,sCASRegistryNum
1,decan-1-ol,C10H22O,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-0995-x.xml,
2,2-chlorotoluene,C7H7Cl,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-0995-x.xml,
3,3-chlorotoluene,C7H7Cl,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-0995-x.xml,
4,4-chlorotoluene,C7H7Cl,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-0995-x.xml,
2,helium,He,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-1052-5.xml,
3,silver(I) sulfate,Ag2O4S,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-1060-5.xml,
1,"2-amino-2-(hydroxymethyl)-1,3-propanediol",C4H11NO3,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-1065-0.xml,
1,formamide,CH3NO,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-1086-8.xml,
1,"1,3-dichlorobenzene",C6H4Cl2,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-1087-7.xml,
2,2-octanol,C8H18O,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-1087-7.xml,
3,"1,2-dichlorobenzene",C6H4Cl2,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-1087-7.xml,
4,"1,2,4-trichlorobenzene",C6H3Cl3,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-1087-7.xml,
1,L-lysine monohydrochloride,C6H15ClN2O2,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-1111-y.xml,
3,L-arginine,C6H14N4O2,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-1111-y.xml,
4,sodium ethanoate,C2H3NaO2,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-1111-y.xml,
5,potassium ethanoate,C2H3KO2,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-1111-y.xml,
7,calcium acetate,C4H6CaO4,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-1111-y.xml,
1,"2,4,6-trimethylpyridine",C8H11N,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-1149-x.xml,
3,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,C10H15F6N3O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-1150-4.xml,
4,1-butyl-3-methylimidazolium dicyanamide,C10H15N5,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-1150-4.xml,
5,1-butyl-3-methylimidazolium acetate,C10H18N2O2,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-1150-4.xml,
6,1-butyl-3-methylimidazolium thiocyanate,C9H15N3S,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-1150-4.xml,
7,ethylammonium nitrate,C2H8N2O3,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-011-1150-4.xml,
1,carbon monoxide,CO,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-012-1185-1.xml,
2,1-methyl-3-octylimidazolium tetrafluoroborate,C12H23BF4N2,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-012-1233-x.xml,
2,fluoroethane,C2H5F,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-012-1309-7.xml,
1,neon,Ne,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-012-1352-4.xml,
4,butyl ethyl ether,C6H14O,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-012-1371-1.xml,
5,L-glutamine,C5H10N2O3,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-013-1432-0.xml,
2,1-ethyl-3-methylpyridinium ethylsulfate,C10H17NO4S,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-013-1487-y.xml,
2,"2,5,8,11,14-pentaoxapentadecane",C10H22O5,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-013-1469-0.xml,
1,methyl ethanoate,C3H6O2,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-013-1483-2.xml,
4,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,C7H11F3N2O3S,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-013-1491-2.xml,
1,benzaldehyde,C7H6O,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-013-1492-1.xml,
1,acetone,C3H6O,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-013-1527-7.xml,
1,2-ethyl-1-hexanol,C8H18O,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-013-1526-8.xml,
1,"(Z)-1,3,3,3-tetrafluoro-1-propene",C3H2F4,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-013-1553-5.xml,
1,phosphoric acid,H3O4P,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-014-1598-0.xml,
1,pentane,C5H12,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-014-1718-x.xml,
2,1-butyl-3-methylimidazolium tricyanomethane,C12H15N5,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-014-1617-1.xml,
3,1-butyl-3-methyl-1H-imidazolium tetracyanoborate,C12H15BN6,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-014-1617-1.xml,
4,3-hexyl-1-methylimidazolium tricyanomethanide,C14H19N5,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-014-1617-1.xml,
5,1-methyl-3-octylimidazolium tricyanomethanide,C16H23N5,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-014-1617-1.xml,
6,1-methyl-3-octylimidazolium tetracyanoborate,C16H23BN6,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-014-1617-1.xml,
7,3-decyl-1-methylimidazolium tricyanomethanide,C18H27N5,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-014-1617-1.xml,
8,1-decyl-3-methyl-1H-imidazolium tetracyanoborate,C18H27BN6,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-014-1617-1.xml,
9,1-hexyl-3-methylimidazolium tetracyanoborate,C14H19BN6,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-014-1617-1.xml,
1,baicalein,C15H10O5,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-014-1740-z.xml,
8,"propan-1,3-diol",C3H8O2,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-014-1740-z.xml,
1,magnesium difluoride,F2Mg,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-014-1828-5.xml,
2,calcium fluoride,CaF2,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-014-1828-5.xml,
3,strontium fluoride,F2Sr,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-014-1828-5.xml,
4,barium difluoride,BaF2,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-014-1828-5.xml,
1,trichloroethene,C2HCl3,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-015-1927-y.xml,
3,propyl ethanoate,C5H10O2,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-015-1927-y.xml,
1,xenon,Xe,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-015-1981-5.xml,
3,krypton,Kr,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-015-1981-5.xml,
3,butan-2-ol,C4H10O,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-015-1980-6.xml,
4,"1,4-butanediol",C4H10O2,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-015-1980-6.xml,
1,L-glutamic acid hydrochloride,C5H10ClNO4,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-015-2009-x.xml,
1,1-butylpyridinium tetrafluoroborate,C9H14BF4N,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-015-2016-y.xml,
3,sodium dihydrogen phosphate,H2NaO4P,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-015-2016-y.xml,
1,1-bromohexane,C6H13Br,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-016-2064-y.xml,
2,1-bromoheptane,C7H15Br,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-016-2064-y.xml,
3,1-bromooctane,C8H17Br,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-016-2064-y.xml,
4,1-bromododecane,C12H25Br,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-016-2064-y.xml,
5,1-tetradecyl bromide,C14H29Br,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-016-2064-y.xml,
6,1-bromononane,C9H19Br,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-016-2064-y.xml,
7,1-bromodecane,C10H21Br,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-016-2064-y.xml,
8,1-bromoundecane,C11H23Br,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-016-2064-y.xml,
4,"ammonium 2-hydroxypropane-1,2,3-tricarboxylate",C6H17N3O7,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-015-2006-0.xml,
1,copper sulfate,CuO4S,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-016-2089-2.xml,
3,N-methylacetamide,C3H7NO,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-016-2096-3.xml,
1,gold,Au,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-016-2104-7.xml,
2,silver,Ag,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-016-2104-7.xml,
2,diethanolamine,C4H11NO2,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-016-2103-8.xml,
3,N-methyldiethanolamine,C5H13NO2,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-016-2103-8.xml,
4,2-amino-2-methylpropan-1-ol,C4H11NO,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-016-2103-8.xml,
5,piperazine,C4H10N2,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-016-2103-8.xml,
1,methylcyclohexane,C7H14,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-017-2241-7.xml,
1,"trans-1,1,1,3-tetrafluoro-2-butene",C4H4F4,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-017-2256-0.xml,
2,2-methylbutane,C5H12,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-017-2283-x.xml,
1,tetrabutylammonium bromide,C16H36BrN,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-017-2310-y.xml,
1,4-(4-hydroxyphenyl)butan-2-one,C10H12O2,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-017-2323-6.xml,
2,1-ethyl-3-methylimidazolium diethyl phosphate,C10H21N2O4P,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-018-2359-2.xml,
2,2-(methylamino)ethanol,C3H9NO,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-019-2506-4.xml,
2,pentadecane,C15H32,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-019-2537-x.xml,
1,lithium chloride,ClLi,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-019-2558-5.xml,
1,iron,Fe,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-019-2568-3.xml,
1,"dimethyl 1,6-hexanedioate",C8H14O4,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-019-2573-6.xml,
2,diethyl hexanedioate,C10H18O4,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-019-2573-6.xml,
3,dipropyl hexanedioate,C12H22O4,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-019-2573-6.xml,
4,dibutyl hexanedioate,C14H26O4,C:\Users\harry\.thermoml\extracted_xml\10.1007\s10765-019-2573-6.xml,
1,"1,1,2,2-tetrachloroethane",C2H2Cl4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.02.021.xml,
2,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,C14H23F6N3O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.07.014.xml,
3,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",C13H21F6N3O4S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.07.014.xml,
2,ammonium chloride (NH4Cl),ClH4N,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.07.017.xml,
6,"1,2-propanediol",C3H8O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.07.017.xml,
7,propanoic acid,C3H6O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.07.017.xml,
4,1-ethyl-3-methylimidazolium tetrafluoroborate,C6H11BF4N2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.09.006.xml,
4,benzo[b]thiophene,C8H6S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.09.028.xml,
5,"benzo[b]thiophene 1,1-dioxide",C8H6O2S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.09.028.xml,
1,tetracosane,C24H50,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.021.xml,
2,octacosane,C28H58,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.021.xml,
3,dotriacontane,C32H66,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.021.xml,
4,tritriacontane,C33H68,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.021.xml,
5,tetratriacontane,C34H70,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.021.xml,
6,tetracontane,C40H82,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.021.xml,
7,tetratetracontane,C44H90,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.021.xml,
10,1-methylnaphthalene,C11H10,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.021.xml,
11,decahydronaphthalene,C10H18,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.021.xml,
13,carbon disulfide,CS2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.021.xml,
14,hexatriacontane,C36H74,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.021.xml,
15,"3,4-dithiahexane",C4H10S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.021.xml,
2,2-methylpropyl ethanoate,C6H12O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.022.xml,
4,"1,1-dimethylethyl ethanoate",C6H12O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.022.xml,
1,2-methylpropene,C4H8,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.023.xml,
5,1-butene,C4H8,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.023.xml,
6,(Z)-2-butene,C4H8,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.023.xml,
7,(E)-2-butene,C4H8,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.023.xml,
1,1-ethyl-3-methylimidazolium chloride,C6H11ClN2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.026.xml,
2,1-ethyl-3-methylimidazolium tetrachlorogallate,C6H11Cl4GaN2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.026.xml,
1,tetrachloromethane,CCl4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.025.xml,
3,formic acid,CH2O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.029.xml,
5,4-oxopentanoic acid,C5H8O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.029.xml,
6,pentanoic acid,C5H10O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.029.xml,
7,hexanoic acid,C6H12O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.10.029.xml,
1,N-methylpyrrolidone,C5H9NO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.11.006.xml,
2,dipropyl ether,C6H14O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.11.006.xml,
4,dipentyl ether,C10H22O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.11.006.xml,
6,2-methoxy-2-methylbutane,C6H14O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.11.006.xml,
7,"1,1-dimethylpropyl ethyl ether",C7H16O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.11.006.xml,
11,"1,4,7,10,13,16-hexaoxacyclooctadecane",C12H24O6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.11.006.xml,
2,copper chloride,Cl2Cu,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.11.014.xml,
1,thiophene,C4H4S,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.11.018.xml,
1,tridecane,C13H28,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.11.020.xml,
3,octadecane,C18H38,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.11.020.xml,
4,fluoromethane,CH3F,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.11.021.xml,
1,1-bromo-2-isobutoxybenzene,C10H13BrO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.11.024.xml,
2,1-bromo-3-isobutoxybenzene,C10H13BrO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.11.024.xml,
3,1-bromo-4-isobutoxybenzene,C10H13BrO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.11.024.xml,
4,2-bromo-1-isobutoxy-4-methylbenzene,C11H15BrO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.11.024.xml,
2,acetic acid,C2H4O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.11.025.xml,
3,phenyl ethanoate,C8H8O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.12.004.xml,
7,"dimethyl 1,2-benzenedicarboxylate",C10H10O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.12.004.xml,
3,1-methylethyl ethanoate,C5H10O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.12.005.xml,
4,ethyl tetradecanoate,C16H32O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.12.005.xml,
8,dodecane,C12H26,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.12.005.xml,
1,propyl propanoate,C6H12O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.12.009.xml,
2,pentan-1-ol,C5H12O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.12.013.xml,
1,vanillin,C8H8O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.12.012.xml,
2,2-hydroxy-3-methoxybenzaldehyde,C8H8O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.12.012.xml,
3,3-ethoxy-4-hydroxybenzaldehyde,C9H10O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.12.012.xml,
4,3-ethoxysalicylaldehyde,C9H10O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.12.012.xml,
1,"2,2-dimethylbutane",C6H14,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2004.12.016.xml,
3,calcium nitrate,CaN2O6,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.01.004.xml,
9,"1,3-dimethylimidazolium dimethylphosphate",C7H15N2O4P,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.01.002.xml,
2,dipropylamine,C6H15N,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.01.013.xml,
2,propylbenzene,C9H12,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.01.012.xml,
4,tetradecane,C14H30,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.01.012.xml,
5,heptadecane,C17H36,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.01.012.xml,
1,pentan-2-one,C5H10O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.02.006.xml,
2,2-hexanone,C6H12O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.02.006.xml,
3,2-heptanone,C7H14O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.02.006.xml,
3,2-isopropoxyethanol,C5H12O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.02.009.xml,
2,ethene,C2H4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.02.010.xml,
1,1-ethyl-3-methylimidazolium tetrachloroindate,C6H11Cl4InN2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.02.012.xml,
1,9(9H)-fluorenone,C13H8O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.02.016.xml,
2,thianthrene,C12H8S2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.02.016.xml,
3,10H-9-oxaanthracene,C13H10O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.02.016.xml,
4,undecane,C11H24,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.02.016.xml,
5,"1,1-dimethylethylcyclohexane",C10H20,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.02.016.xml,
4,isopropyl (S)-2-hydroxypropionate,C6H12O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.02.015.xml,
5,butyl L-lactate,C7H14O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.02.015.xml,
6,(S)-(-)-ethyl lactate,C5H10O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.02.015.xml,
1,maleic anhydride,C4H2O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.03.019.xml,
2,diisobutyl hexahydrophthalate,C16H28O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.03.019.xml,
1,N-phenylethanamide,C8H9NO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.03.023.xml,
2,1-(3-hydroxyphenyl)ethanone,C8H8O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.03.023.xml,
3,4'-hydroxyacetophenone,C8H8O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.03.023.xml,
4,4-acetylaniline,C8H9NO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.03.023.xml,
2,phenol,C6H6O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.03.027.xml,
3,"3,5-dimethylphenol",C8H10O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.03.027.xml,
1,dimethyl carbonate,C3H6O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.03.026.xml,
3,"3,5-dimethylpyridine",C7H9N,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.03.028.xml,
2,"1,4-benzenedicarboxylic acid",C8H6O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.04.015.xml,
1,butanamide,C4H9NO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.04.020.xml,
2,methyl cis-9-octadecenoate,C19H36O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.04.008.xml,
3,"methyl (Z,Z)-9,12-octadecadienate",C19H34O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.04.008.xml,
4,"eicosapentaenoic acid, ethyl ester",C22H34O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.04.008.xml,
5,"docosahexaenoic acid, ethyl ester",C24H36O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.04.008.xml,
7,cycloheptane,C7H14,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.04.021.xml,
8,hex-1-ene,C6H12,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.04.021.xml,
9,1-heptene,C7H14,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.04.021.xml,
10,oct-1-ene,C8H16,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.04.021.xml,
11,1-hexyne,C6H10,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.04.021.xml,
12,1-heptyne,C7H12,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.04.021.xml,
13,1-octyne,C8H14,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.04.021.xml,
18,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C38H68F18P2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.04.021.xml,
1,boldine,C19H21NO4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.04.024.xml,
3,diethyl carbonate,C5H10O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.05.018.xml,
4,ethyl butanoate,C6H12O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.05.018.xml,
7,N-methylpiperazine,C5H12N2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.05.012.xml,
3,lithium hydroxide,HLiO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.05.022.xml,
3,4-methylpentan-2-one,C6H12O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.05.024.xml,
2,acrylonitrile,C3H3N,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.06.022.xml,
4,2-cyanopyrazine,C5H3N3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.06.022.xml,
6,2-methylpyrazine,C5H6N2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.06.022.xml,
1,naphthalene,C10H8,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.06.010.xml,
3,dodecan-1-ol,C12H26O,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.06.027.xml,
1,lithium bromide,BrLi,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.07.002.xml,
2,ammonium nitrate,H4N2O3,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.07.011.xml,
2,2-acetoxybenzoic acid,C9H8O4,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.08.004.xml,
6,2-methylpropanoic acid,C4H8O2,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.08.006.xml,
1,anthracene,C14H10,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.08.023.xml,
2,3-chlorophenol,C6H5ClO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.08.021.xml,
3,4-chlorophenol,C6H5ClO,C:\Users\harry\.thermoml\extracted_xml\10.1016\j.fluid.2005.08.021.xml,
